Registro,Nombre,Referencia de Tramite,Equivalencia Terapéutica o Biosimilar,Titular,Estado del Registro,Resolución Inscríbase,Fecha Inscríbase,Ultima Renovación,Fecha Próxima renovación,Régimen,Vía Administración,Condición de Venta,Expende tipo establecimiento,Indicación,Fecha Próxima Renovación,Procesado,,,,,
F-10740/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-10992/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-6006/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-9777/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-9727/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-7305/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-20309/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-20310/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-20311/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-7304/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-3234/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-3801/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-5859/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-8328/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-5857/00,,,,,,,,,,,,,,,,FALSE,,,,,
H-971/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-10742/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-3304/05,,,,,,,,,,,,,,,,FALSE,,,,,
H-959/11,,,,,,,,,,,,,,,,FALSE,,,,,
H-1018/01,,,,,,,,,,,,,,,,FALSE,,,,,
N-437/06,,,,,,,,,,,,,,,,FALSE,,,,,
N-84/11,,,,,,,,,,,,,,,,FALSE,,,,,
N-92/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-2345/19,,,,,,,,,,,,,,,,FALSE,,,,,
H-1200/12,,,,,,,,,,,,,,,,FALSE,,,,,
H-1197/11,,,,,,,,,,,,,,,,FALSE,,,,,
H-1195/11,,,,,,,,,,,,,,,,FALSE,,,,,
H-1194/11,,,,,,,,,,,,,,,,FALSE,,,,,
H-1196/11,,,,,,,,,,,,,,,,FALSE,,,,,
H-405/99,,,,,,,,,,,,,,,,FALSE,,,,,
H-653/00,,,,,,,,,,,,,,,,FALSE,,,,,
N-343/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-2630/09,,,,,,,,,,,,,,,,FALSE,,,,,
N-239/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-20018/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-10476/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-10515/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-19718/17,,,,,,,,,,,,,,,,FALSE,,,,,
F-13038/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-14041/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-19735/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-21669/15,,,,,,,,,,,,,,,,FALSE,,,,,
H-1016/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-18953/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-18919/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-4482/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-6217/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-8057/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-14337/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-11018/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-6216/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-2824/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-9638/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-12256/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-9147/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-1439/03,,,,,,,,,,,,,,,,FALSE,,,,,
F-5761/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-5760/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-16703/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-5762/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-1566/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-13838/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-1502/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-7343/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-21041/14,,,,,,,,,,,,,,,,FALSE,,,,,
K-54/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-10228/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-9101/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-2780/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-7054/00,,,,,,,,,,,,,,,,FALSE,,,,,
K-15/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-1968/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-20312/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-82/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-8857/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-8858/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-3732/15,,,,,,,,,,,,,,,,FALSE,,,,,
K-5/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-1244/13,,,,,,,,,,,,,,,,FALSE,,,,,
B-1158/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-2249/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-14326/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-2152/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-756/03,,,,,,,,,,,,,,,,FALSE,,,,,
F-1321/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-9731/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-1323/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-1324/98,,,,,,,,,,,,,,,,FALSE,,,,,
N-117/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-6226/10,,,,,,,,,,,,,,,,FALSE,,,,,
P-298/06,,,,,,,,,,,,,,,,FALSE,,,,,
P-416/05,,,,,,,,,,,,,,,,FALSE,,,,,
P-403/04,,,,,,,,,,,,,,,,FALSE,,,,,
P-404/04,,,,,,,,,,,,,,,,FALSE,,,,,
P-227/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-6225/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-11020/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-11022/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-6227/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-6228/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-798/03,,,,,,,,,,,,,,,,FALSE,,,,,
N-349/09,,,,,,,,,,,,,,,,FALSE,,,,,
N-198/12,,,,,,,,,,,,,,,,FALSE,,,,,
N-345/18,,,,,,,,,,,,,,,,FALSE,,,,,
N-337/09,,,,,,,,,,,,,,,,FALSE,,,,,
H-407/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-1118/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-8211/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-14475/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-9858/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-20313/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-20314/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-4968/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-1185/08,,,,,,,,,,,,,,,,FALSE,,,,,
H-906/00,,,,,,,,,,,,,,,,FALSE,,,,,
H-1110/11,,,,,,,,,,,,,,,,FALSE,,,,,
H-1128/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-23878/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-8632/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-2628/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-4335/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-3345/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-3691/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-2867/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-20315/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-110/97,,,,,,,,,,,,,,,,FALSE,,,,,
F-20317/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-20318/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-7419/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-7418/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-7421/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-7420/16,,,,,,,,,,,,,,,,FALSE,,,,,
N-377/10,,,,,,,,,,,,,,,,FALSE,,,,,
N-36/01,,,,,,,,,,,,,,,,FALSE,,,,,
N-308/03,,,,,,,,,,,,,,,,FALSE,,,,,
F-21218/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-2253/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-763/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-6783/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-6784/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-7890/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-787/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-17608/19,,,,,,,,,,,,,,,,FALSE,,,,,
B-2247/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-21545/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-1784/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-1456/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-14299/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-1457/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-20528/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-20818/19,,,,,,,,,,,,,,,,FALSE,,,,,
H-912/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-8695/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-23385/17,,,,,,,,,,,,,,,,FALSE,,,,,
F-1250/13,,,,,,,,,,,,,,,,FALSE,,,,,
K-89/17,,,,,,,,,,,,,,,,FALSE,,,,,
K-96/12,,,,,,,,,,,,,,,,FALSE,,,,,
K-97/17,,,,,,,,,,,,,,,,FALSE,,,,,
F-4411/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-1151/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-2192/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-10401/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-13924/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-10400/17,,,,,,,,,,,,,,,,FALSE,,,,,
F-18249/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-16087/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-20319/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-7328/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-5729/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-20320/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-10399/17,,,,,,,,,,,,,,,,FALSE,,,,,
N-499/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-8157/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-8158/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-2673/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-2626/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-16955/18,,,,,,,,,,,,,,,,FALSE,,,,,
N-200/02,,,,,,,,,,,,,,,,FALSE,,,,,
F-8213/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-8878/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-3285/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-3024/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-3025/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-3027/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-1661/03,,,,,,,,,,,,,,,,FALSE,,,,,
F-9178/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-1027/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-829/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-6593/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-6592/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-1504/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-14889/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-1620/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-10930/11,,,,,,,,,,,,,,,,FALSE,,,,,
H-973/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-236/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-9874/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-19448/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-10779/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-363/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-11597/01,,,,,,,,,,,,,,,,FALSE,,,,,
K-16/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-2309/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-1356/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-3514/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-9305/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-20343/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-20344/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-4338/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-4336/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-9599/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-1033/03,,,,,,,,,,,,,,,,FALSE,,,,,
F-885/03,,,,,,,,,,,,,,,,FALSE,,,,,
F-9601/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-10258/16,,,,,,,,,,,,,,,,FALSE,,,,,
N-299/13,,,,,,,,,,,,,,,,FALSE,,,,,
H-657/00,,,,,,,,,,,,,,,,FALSE,,,,,
N-207/02,,,,,,,,,,,,,,,,FALSE,,,,,
H-652/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-15057/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-6007/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-1442/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-10780/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-13735/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-2829/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-2830/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-2831/09,,,,,,,,,,,,,,,,FALSE,,,,,
H-655/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-13835/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-24040/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-21468/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-12991/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-1743/09,,,,,,,,,,,,,,,,FALSE,,,,,
K-82/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-6998/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-11417/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-20354/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-20355/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-8578/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-9093/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-20358/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-20359/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-20360/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-20361/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-9092/16,,,,,,,,,,,,,,,,FALSE,,,,,
N-252/03,,,,,,,,,,,,,,,,FALSE,,,,,
F-7057/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-4213/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-1023/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-10739/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-23054/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-23053/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-14967/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-11462/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-11461/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-11463/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-6230/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-6231/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-11024/11,,,,,,,,,,,,,,,,FALSE,,,,,
N-118/01,,,,,,,,,,,,,,,,FALSE,,,,,
N-274/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-18765/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-22081/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-958/16,,,,,,,,,,,,,,,,FALSE,,,,,
H-961/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-15562/11,,,,,,,,,,,,,,,,FALSE,,,,,
H-527/99,,,,,,,,,,,,,,,,FALSE,,,,,
H-907/10,,,,,,,,,,,,,,,,FALSE,,,,,
N-560/15,,,,,,,,,,,,,,,,FALSE,,,,,
N-306/13,,,,,,,,,,,,,,,,FALSE,,,,,
N-523/13,,,,,,,,,,,,,,,,FALSE,,,,,
N-524/13,,,,,,,,,,,,,,,,FALSE,,,,,
N-119/01,,,,,,,,,,,,,,,,FALSE,,,,,
N-520/13,,,,,,,,,,,,,,,,FALSE,,,,,
N-247/13,,,,,,,,,,,,,,,,FALSE,,,,,
N-519/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-4383/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-10190/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-10191/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-10192/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-2208/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-10479/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-10480/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-1058/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-10481/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-7134/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-7135/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-1990/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-6034/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-10519/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-12617/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-12619/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-12618/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-13079/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-6026/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-10517/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-1057/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-2684/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-6027/05,,,,,,,,,,,,,,,,FALSE,,,,,
H-64/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-927/05,,,,,,,,,,,,,,,,FALSE,,,,,
H-375/99,,,,,,,,,,,,,,,,FALSE,,,,,
K-52/08,,,,,,,,,,,,,,,,FALSE,,,,,
B-579/99,,,,,,,,,,,,,,,,FALSE,,,,,
N-41/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-8304/06,,,,,,,,,,,,,,,,FALSE,,,,,
N-42/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-1519/98,,,,,,,,,,,,,,,,FALSE,,,,,
N-391/10,,,,,,,,,,,,,,,,FALSE,,,,,
N-525/17,,,,,,,,,,,,,,,,FALSE,,,,,
N-199/17,,,,,,,,,,,,,,,,FALSE,,,,,
H-1109/11,,,,,,,,,,,,,,,,FALSE,,,,,
N-81/11,,,,,,,,,,,,,,,,FALSE,,,,,
K-1/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-3723/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-218/02,,,,,,,,,,,,,,,,FALSE,,,,,
F-8230/01,,,,,,,,,,,,,,,,FALSE,,,,,
N-168/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-11843/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-3029/00,,,,,,,,,,,,,,,,FALSE,,,,,
H-943/16,,,,,,,,,,,,,,,,FALSE,,,,,
N-31/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-5818/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-11225/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-14464/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-20205/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-12455/02,,,,,,,,,,,,,,,,FALSE,,,,,
F-19748/13,,,,,,,,,,,,,,,,FALSE,,,,,
H-1022/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-6053/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-19578/17,,,,,,,,,,,,,,,,FALSE,,,,,
F-2123/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-7385/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-7386/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-4044/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-12195/02,,,,,,,,,,,,,,,,FALSE,,,,,
F-11837/02,,,,,,,,,,,,,,,,FALSE,,,,,
F-10423/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-8581/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-9975/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-1494/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-5926/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-3361/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-1223/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-8214/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-13560/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-13561/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-230/02,,,,,,,,,,,,,,,,FALSE,,,,,
F-8376/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-1364/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-2500/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-15343/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-5505/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-2057/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-18340/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-17916/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-12554/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-17867/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-18219/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-6465/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-16530/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-6466/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-20943/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-20944/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-21035/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-16733/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-4410/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-7415/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-20298/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-20295/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-15503/11,,,,,,,,,,,,,,,,FALSE,,,,,
H-417/99,,,,,,,,,,,,,,,,FALSE,,,,,
K-58/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-2225/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-6079/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-11034/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-15156/05,,,,,,,,,,,,,,,,FALSE,,,,,
N-446/12,,,,,,,,,,,,,,,,FALSE,,,,,
N-433/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-19123/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-1777/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-7272/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-13965/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-8636/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-14745/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-1557/08,,,,,,,,,,,,,,,,FALSE,,,,,
H-1036/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1127/08,,,,,,,,,,,,,,,,FALSE,,,,,
H-1126/08,,,,,,,,,,,,,,,,FALSE,,,,,
H-1050/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1051/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1053/16,,,,,,,,,,,,,,,,FALSE,,,,,
H-1135/08,,,,,,,,,,,,,,,,FALSE,,,,,
H-1054/16,,,,,,,,,,,,,,,,FALSE,,,,,
H-1055/16,,,,,,,,,,,,,,,,FALSE,,,,,
H-1056/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1057/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1058/16,,,,,,,,,,,,,,,,FALSE,,,,,
H-1059/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1061/16,,,,,,,,,,,,,,,,FALSE,,,,,
H-1064/16,,,,,,,,,,,,,,,,FALSE,,,,,
H-1048/16,,,,,,,,,,,,,,,,FALSE,,,,,
H-1104/05,,,,,,,,,,,,,,,,FALSE,,,,,
H-1037/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1038/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1039/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1041/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1042/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1043/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1044/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1045/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1047/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1060/06,,,,,,,,,,,,,,,,FALSE,,,,,
H-1105/05,,,,,,,,,,,,,,,,FALSE,,,,,
H-222/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-227/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-260/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-261/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-262/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-263/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-228/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-264/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-265/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-266/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-267/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-268/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-269/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-270/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-271/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-272/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-273/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-274/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-229/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-275/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-276/98,,,,,,,,,,,,,,,,FALSE,,,,,
H-277/98,,,,,,,,,,,,,,,,FALSE,,,,,
